time,source,dest,direction,
1480521775,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f3-17,3,
1480524239,00-17-0d-00-00-38-04-25,00-17-0d-00-00-58-eb-5b,3,
1480526957,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480528975,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-eb-5b,3,
1480538657,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480553957,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480555589,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480557775,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-f8-8f,3,
1480561157,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480569258,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480570890,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480576458,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480586576,00-17-0d-00-00-58-f5-3c,00-17-0d-00-00-58-eb-67,3,
1480593776,00-17-0d-00-00-58-eb-64,00-17-0d-00-00-58-f5-3c,3,
1480602559,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480607059,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480608176,00-17-0d-00-00-58-e9-cb,00-17-0d-00-00-58-f5-58,3,
1480625959,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480629559,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480633160,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480636976,00-17-0d-00-00-58-e9-cb,00-17-0d-00-00-58-f5-58,3,
1480641260,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480644176,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-eb-5b,3,
1480644860,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480651376,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-eb-67,3,
1480655661,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480658576,00-17-0d-00-00-58-f9-c4,00-17-0d-00-00-58-eb-5b,3,
1480660161,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480665777,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f5-23,3,
1480672977,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-e9-cb,3,
1480679063,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480682662,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480687377,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1480694577,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-eb-5b,3,
1480701563,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480701777,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-f4-f8,3,
1480708762,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480708977,00-17-0d-00-00-58-eb-64,00-17-0d-00-00-58-f5-58,3,
1480716863,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480720463,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480724063,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480751052,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480752177,00-17-0d-00-00-58-f5-3c,00-17-0d-00-00-58-f3-17,3,
1480777165,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480784367,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480788853,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480791566,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480795378,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-f5-23,3,
1480796067,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480802578,00-17-0d-00-00-58-f5-23,00-17-0d-00-00-58-eb-5b,3,
1480809778,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-e9-ca,3,
1480814967,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480819457,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480822168,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480830267,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480831379,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-f5-23,3,
1480838369,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480841955,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480845779,00-17-0d-00-00-58-eb-5b,00-17-0d-00-00-58-e9-cb,3,
1480849156,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480852979,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-e9-ca,3,
1480857256,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480860179,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-f5-23,3,
1480864468,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480867379,00-17-0d-00-00-58-f4-f8,00-17-0d-00-00-58-f8-8f,3,
1480874579,00-17-0d-00-00-58-e9-ca,00-17-0d-00-00-58-f8-8f,3,
1480875268,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480879768,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480882469,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480886969,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480888979,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-eb-5b,3,
1480890569,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480896180,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-eb-5b,3,
1480897769,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480902270,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480903380,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f4-f8,3,
1480903902,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480905869,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480910580,00-17-0d-00-00-58-eb-67,00-17-0d-00-00-58-f3-17,3,
1480917780,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-eb-67,3,
1480926558,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f5-23,3,
1480932180,00-17-0d-00-00-58-f8-78,00-17-0d-00-00-58-f3-17,3,
1480936471,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480939171,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480940072,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480943671,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480946580,00-17-0d-00-00-58-f8-8f,00-17-0d-00-00-58-eb-5b,3,
1480947272,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480949804,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480952678,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480953565,00-17-0d-00-00-58-f3-17,00-17-0d-00-00-58-f5-3c,3,
1480955376,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480958972,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480962573,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480975906,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480977872,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480982581,00-17-0d-00-00-38-03-dd,00-17-0d-00-00-58-eb-67,3,
1480983106,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480985074,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
1480989781,00-17-0d-00-00-58-f5-3c,00-17-0d-00-00-58-eb-5b,3,
1480993173,00-17-0d-00-00-58-eb-69,00-17-0d-00-00-58-f8-8f,3,
